"","Region","District","FacilityName","Type","Town","Ownership","Latitude","Longitude","newColumn + 42","newColumn"
"2954","Volta","Hohoe","Liati Wote CHPS","CHPS","Liati Wote","Government",7.02111,0.548553,49.02111,49.02111
"2955","Volta","Hohoe","Revival Clinic","Clinic","Ve Koloenu","Private",7.04464,0.43448,49.04464,49.04464
"2956","Volta","Jasikan","Jasikan District Health Directorate","District Health Directorate","Jasikan","Government",7.40135,0.46459,49.40135,49.40135
"2957","Volta","Jasikan","Bowiri Community Clinic","Health Centre","Bowiri","Government",7.33227,0.45922,49.33227,49.33227
"2958","Volta","Jasikan","Kwamekrom Static Clinic","Health Centre","Kwamekrom","Government",7.29616,0.33076,49.29616,49.29616
"2959","Volta","Jasikan","New Ayoma Health Centre","Health Centre","New Ayoma","Government",7.284033,0.583917,49.284033,49.284033
"2960","Volta","Jasikan","Kute Clinic","Health Centre","Kute","Government",7.37731,0.61336,49.37731,49.37731
"2961","Volta","Jasikan","Akaa Clinic","Health Centre","Akaa","Government",7.4268,0.40889,49.4268,49.4268
"2962","Volta","Jasikan","Amanya  Health Centre","Health Centre","Amanya","Government",7.4519,0.34045,49.4519,49.4519
"2963","Volta","Jasikan","Baglo Clinic","Health Centre","Baglo","Government",7.30324,0.63808,49.30324,49.30324
"2964","Volta","Jasikan","Jasikan Hospital","District Hospital","Jasikan","Government",7.40135,0.46459,49.40135,49.40135
"2965","Volta","Jasikan","Abotoase Health Centre","Health Centre","Abotoase","Government",7.40788,0.30284,49.40788,49.40788
"2966","Volta","Jasikan","Nkonya Wurupong Health Centre","Health Centre","Nkonya Wurupong","Government",7.17411,0.33047,49.17411,49.17411
"2967","Volta","Jasikan","Old Ayoma Health Centre","Health Centre","Old Ayoma","Government",7.28808,0.63358,49.28808,49.28808
"2968","Volta","Jasikan","Bodada Health Centre","Health Centre","Bodada","Government",7.35791,0.48971,49.35791,49.35791
"2969","Volta","Jasikan","Teteman Health Centre","Health Centre","Teteman","Government",7.303633,0.508517,49.303633,49.303633
"2970","Volta","Jasikan","Baika Health Centre","Health Centre","Baika","Government",7.235167,0.531467,49.235167,49.235167
"2971","Volta","Jasikan","Nsuta Health Centre","Health Centre","Nsuta","Government",7.50509,0.45856,49.50509,49.50509
"2972","Volta","Jasikan","Worawora Hospital","Hospital","Worawora H","Government",7.514483,0.375783,49.514483,49.514483
"2973","Volta","Jasikan","N.V.C. Hospital","Hospital","Jasikan","Private",7.40926,0.47122,49.40926,49.40926
"2974","Volta","Jasikan","St Jude Medical Centre","Clinic","Baglo","Private",7.31093,0.65842,49.31093,49.31093
"2975","Volta","Jasikan","Teteman CHPS","CHPS","New Teteman","Government",7.30353,0.50848,49.30353,49.30353
"2976","Volta","Jasikan","Nkonya Ahenkro Health Centre","Health Centre","Nkonya Ahenkro","Government",7.1189,0.32725,49.1189,49.1189
"2977","Volta","Kadjebi","Kadjebi District Health Directorate","District Health Directorate","Kadjebi","Government",7.5339,0.47355,49.5339,49.5339
"2978","Volta","Kadjebi","Dzamlome Government","Clinic","Dzamlome","Government",7.5803,0.440083,49.5803,49.5803
"2979","Volta","Kadjebi","Dodo Amanfrom Health Centre","Health Centre","Dodo Amanfrom","Government",7.82116,0.50692,49.82116,49.82116
"2980","Volta","Kadjebi","Ahamansu Health Centre","Health Centre","Ahamansu","Government",7.725617,0.55005,49.725617,49.725617
"2981","Volta","Kadjebi","Kadjebi Health Centre","Health Centre","Kadjebi","Government",7.5339,0.47355,49.5339,49.5339
"2982","Volta","Kadjebi","Pampawie Health Centre","Health Centre","Pampawie","Government",7.81128,0.5668,49.81128,49.81128
"2983","Volta","Kadjebi","Dodi-Mepeasem Health Centre","Health Centre","Dodi-Mempeasem","Government",7.63383,0.51598,49.63383,49.63383
"2984","Volta","Kadjebi","Dodi Papase Mary Theresa Hospital","Hospital","Dodi Papase","CHAG",7.74227,0.51028,49.74227,49.74227
"2985","Volta","Kadjebi","Faith  Maternity Home","Maternity Home","Dzindjiso","Private",7.59752,0.52753,49.59752,49.59752
"2986","Volta","Kadjebi","Dede Maternity Home","Maternity Home","","Private",7.52754,0.47695,49.52754,49.52754
"2987","Volta","Kadjebi","Woraworso Health Centre","Health Centre","Woraworso","Government",7.65459,0.44468,49.65459,49.65459
"2988","Volta","Kadjebi","Poase Cement Health Centre","Health Centre","Poase Cement","Government",7.6507,0.51971,49.6507,49.6507
"2989","Volta","Keta","Keta District Health Directorate","District Health Directorate","Keta","Government",5.88784,0.98164,47.88784,47.88784
"2990","Volta","Keta","Sacred Heart Hospital","Hospital","Abor","CHAG",6.05465,0.867667,48.05465,48.05465
"2991","Volta","Keta","St. Rapheal's Clinic","Clinic","Tegbi","Private",5.87099,0.98061,47.87099,47.87099
"2992","Volta","Keta","Asadame Health Centre","Health Centre","Asadame","Government",5.99405,0.857117,47.99405,47.99405
"2993","Volta","Keta","Kotoka Memorial Clinic","Health Centre","Alakple","Government",5.85179,0.888,47.85179,47.85179
"2994","Volta","Keta","Agbledome Health Centre","Health Centre","Agbledome","Government",5.77699,0.7414,47.77699,47.77699
"2995","Volta","Keta","Anyako Health Centre","Health Centre","Anyako","Government",6.00984,0.90157,48.00984,48.00984
"2996","Volta","Keta","Tegbi Health Centre","Health Centre","Tegbi","Government",5.84994,0.97225,47.84994,47.84994
"2997","Volta","Keta","Atiavi Health Centre","Health Centre","Atiavi","Government",5.94776,0.8507,47.94776,47.94776
"2998","Volta","Keta","Tregui Health Centre","Health Centre","Tregui","Government",5.88803,0.82339,47.88803,47.88803
"2999","Volta","Keta","Galo-Sota Health Centre","Health Centre","Galo-Sota","Government",5.85415,0.71039,47.85415,47.85415
"3000","Volta","Keta","Anlo-Afiadenyigba Health Centr","Health Centre","Anlo-Afiadenyigba","Government",6.0447,0.97815,48.0447,48.0447
"3001","Volta","Keta","Anloga Health Centre","Health Centre","Anloga","Government",5.79154,0.88193,47.79154,47.79154
"3002","Volta","Keta","Hatorgodo E. P. Clinic","Health Centre","Hatorgodo","CHAG",5.9505,0.807683,47.9505,47.9505
"3003","Volta","Keta","Keta Government Hospital","Municipal Hospital","Keta","Government",5.88784,0.98164,47.88784,47.88784
"3004","Volta","Keta","Crowns Maternity Home","Maternity Home","Keta","Private",5.78283,0.72263,47.78283,47.78283
"3005","Volta","Keta","Nancy's Maternity Home","Maternity Home","Keta","Private",5.82579,0.95,47.82579,47.82579
"3006","Volta","Keta","St. Franscis Clinic","Clinic","Anyanui","Private",5.77996,0.73077,47.77996,47.77996
"3007","Volta","Keta","Anyanui Health Centre","Health Centre","Anyanui","Government",5.78153,0.72957,47.78153,47.78153
"3008","Volta","Keta","Anseco Clinic","Clinic","Avuime","Private",5.8066,0.93048,47.8066,47.8066
"3009","Volta","Keta","Lebene Clinic","Clinic","Abor","Private",6.066833,0.856367,48.066833,48.066833
"3010","Volta","Keta","Kafui Maternity Home","Maternity Home","Abor","Private",6.066667,0.862067,48.066667,48.066667
"3011","Volta","Keta","Holy Maternity Home","Maternity Home","Angloga","Private",5.79618,0.90419,47.79618,47.79618
"3012","Volta","Keta","Madam Mary Maternity Home","Maternity Home","Vui","Private",5.88564,0.98164,47.88564,47.88564
"3013","Volta","Ketu","Ketu District Health Directorate","District Health Directorate","Aflao","Government",6.11762,1.1803,48.11762,48.11762
"3014","Volta","Ketu","Blekusu Health Centre","Health Centre","Blekusu","Government",5.987383,1.0292,47.987383,47.987383
"3015","Volta","Ketu","Tadzewu Health Centre","Health Centre","Tadzewu","Government",6.188517,0.8948,48.188517,48.188517
"3016","Volta","Ketu","Afife Health Centre","Health Centre","Afife","Government",6.0541,0.9186,48.0541,48.0541
"3017","Volta","Ketu","Wheta Health Centre","Health Centre","Wheta","Government",6.08257,0.97503,48.08257,48.08257
"3018","Volta","Ketu","Aflao Hospital","District Hospital","Aflao","Government",6.11762,1.18013,48.11762,48.11762
"3019","Volta","Ketu","St Anthony's Hospital","Hospital","Dzodze","CHAG",6.24112,0.98911,48.24112,48.24112
"3020","Volta","Ketu","Agavedzi Health Centre","Health Centre","Agavedzi","Government",6.00546,1.04302,48.00546,48.00546
"3021","Volta","Ketu","Adina Health Centre","Health Centre","Adina","Government",6.04202,1.07422,48.04202,48.04202
"3022","Volta","Ketu","Klikoor Health Centre","Health Centre","Klikoor","Government",6.07488,1.0282,48.07488,48.07488
"3023","Volta","Ketu","Akporkploe Health Centre","Health Centre","Akporkploe","Government",6.1551,1.16645,48.1551,48.1551
"3024","Volta","Ketu","Devego Health Centre","Health Centre","Devego","Government",6.17732,0.91419,48.17732,48.17732
"3025","Volta","Ketu","Ohawu Health Centre","Health Centre","Ohawu","Government",6.13266,0.89581,48.13266,48.13266
"3026","Volta","Ketu","Ehie Health Centre","Health Centre","Ehie","Government",6.14481,1.00314,48.14481,48.14481
"3027","Volta","Ketu","Central Aflao Hospital","Hospital","Avoeme  Aflao","Private",6.11523,1.1691,48.11523,48.11523
"3028","Volta","Ketu","New Hope Hospital","Hospital","Viefe  Aflao","Private",6.10926,1.15964,48.10926,48.10926
"3029","Volta","Ketu","Sape-Agbo Memorial  Hospital","Hospital","Hedzranawo","Private",6.09708,1.143,48.09708,48.09708
"3030","Volta","Ketu","Denu RCH","Health Centre","Denu","Government",6.10094,1.14805,48.10094,48.10094
"3031","Volta","Ketu","Kpoglu RCH","Health Centre","Kpoglu","Government",6.17413,1.07178,48.17413,48.17413
"3032","Volta","Ketu","Penyi RCH","Health Centre","Penyi","Government",6.22267,1.03595,48.22267,48.22267
"3033","Volta","Ketu","Nogokpo RCH","RCH","Nogokpo","Government",6.09083,1.07023,48.09083,48.09083
"3034","Volta","Ketu","St. Linus Children Clinic","Clinic","Denu","Private",6.10358,1.15024,48.10358,48.10358
"3035","Volta","Ketu","Beno's Maternity/Clinic","Maternity Home","Aflao","Private",6.11724,1.191,48.11724,48.11724
"3036","Volta","Ketu","Sunkwa Maternity Home","Maternity Home","Aflao","Private",6.11867,1.18727,48.11867,48.11867
"3037","Volta","Ketu","Srohume Clinic","Clinic","Srohume","Private",6.04654,1.01568,48.04654,48.04654
"3038","Volta","Ketu","Morning Star Clinic","Clinic","Afife","Private",6.06392,0.91169,48.06392,48.06392
"3039","Volta","Ketu","St. Anthony Maternity/Clinic","Maternity Home","Kopeyia","Private",6.14131,1.11281,48.14131,48.14131
"3040","Volta","Ketu","Afatome Clinic","Clinic","Denu","Private",6.09399,1.15187,48.09399,48.09399
"3041","Volta","Ketu","Port Health Service","Clinic","Aflao","Government",6.11306,1.19144,48.11306,48.11306
"3042","Volta","Ketu","Berith Clinic","Clinic","Nogokpo","Private",6.09247,1.07472,48.09247,48.09247
"3043","Volta","Ketu","Bethesda Clinic","Clinic","Agbozume","Private",6.07943,1.03347,48.07943,48.07943
"3044","Volta","Ketu","St. Anthony Maternity Clinic","Clinic","Aflao","Private",6.1399,1.18952,48.1399,48.1399
"3045","Volta","Ketu","Sarah's Maternity Home","Maternity Home","Agbozume","Private",6.07404,1.03176,48.07404,48.07404
"3046","Volta","Kpando","Kpando District Health Directorate","District Health Directorate","Kpando","Government",6.99314,0.28993,48.99314,48.99314
"3047","Volta","Kpando","Sabadu Health Centre","Health Centre","Sabadu","Government",6.905588,0.24822,48.905588,48.905588
"3048","Volta","Kpando","Gadza Health Centre","Health Centre","Gadza","Government",7.0165,0.31853,49.0165,49.0165
"3049","Volta","Kpando","Kudzra Health Centre","Health Centre","Kudzra","Government",6.9622,0.33978,48.9622,48.9622
"3050","Volta","Kpando","Senam Clinic  Aziavi","Health Centre","Kpando Ziavi","Government",6.98122,0.28906,48.98122,48.98122
"3051","Volta","Kpando","Vakpo Health Centre","Health Centre","Vakpo","Government",6.85657,0.2824,48.85657,48.85657
"3052","Volta","Kpando","Kpando Health Centre","Health Centre","Kpando","Government",6.99314,0.28993,48.99314,48.99314
"3053","Volta","Kpando","Wusuta Health Centre","Health Centre","Wusuta","Government",6.83595,0.25759,48.83595,48.83595
"3054","Volta","Kpando","Aveme Danyigba Health Centre","Health Centre","Aveme Danyigba","Government",6.92794,0.264,48.92794,48.92794
"3055","Volta","Kpando","Tsrukpe Health Centre","Health Centre","Tsrukpe","Government",6.79575,0.27705,48.79575,48.79575
"3056","Volta","Kpando","Botoku Health Centre","Health Centre","Botoku","Government",6.75977,0.26703,48.75977,48.75977
"3057","Volta","Kpando","Kpando Torkor Health Centre","Health Centre","Kpando Torkor","Government",6.99871,0.25829,48.99871,48.99871
"3058","Volta","Kpando","Awate Health Centre","Health Centre","Awate","Government",6.86865,0.23677,48.86865,48.86865
"3059","Volta","Kpando","Anfoega Catholic Hospital","Hospital","Anfoega","CHAG",6.88049,0.27621,48.88049,48.88049
"3060","Volta","Kpando","Kpando Margret Marquat Hospital","District Hospital","Kpando","CHAG",6.99992,0.30312,48.99992,48.99992
"3061","Volta","Kpando","St. Patrick's Hospital","Hospital","Kpando","Private",6.99852,0.28712,48.99852,48.99852
"3062","Volta","Kpando","Aveme Beme Health Centre","Health Centre","Aveme Beme","Government",6.91877,0.26542,48.91877,48.91877
"3063","Volta","Kpando","Wisdom Maternity Home","Maternity Home","Kpando Torkor","Private",7.00259,0.2615,49.00259,49.00259
"3064","Volta","Kpando","Matty's Maternity Home","Maternity Home","Kpando","Private",6.99665,0.29543,48.99665,48.99665
"3065","Volta","Kpando","Angela Zahnizer Maternity Home","Maternity Home","Agbenorhoe","Private",7.06507,0.30577,49.06507,49.06507
"3066","Volta","Krachi East","Krachi East District Health Directorate","District Health Directorate","Dambai","Government",8.06828,0.16954,50.06828,50.06828
"3067","Volta","Krachi East","Dambai E. P. Clinic (Dan Mossar)","Clinic","Dambai","CHAG",8.06744,0.016741,50.06744,50.06744
"3068","Volta","Krachi East","Adumadum Health Centre","Health Centre","Adumadum","Government",7.82039,0.036993,49.82039,49.82039
"3069","Volta","Krachi East","Katanga Health Centre","Health Centre","Katanga","Government",7.65851,0.033324,49.65851,49.65851
"3070","Volta","Krachi East","Tokronu Health Centre","Health Centre","Tokronu","Government",7.77138,0.04226,49.77138,49.77138
"3071","Volta","Krachi East","Asukawkaw Health Centre","Health Centre","Asukawkaw","Government",7.68831,0.04432,49.68831,49.68831
"3072","Volta","Krachi East","Dormabin Health Centre","Health Centre","Dormabin","Government",7.83504,0.030785,49.83504,49.83504
"3073","Volta","Krachi East","Nyietor Naz. Maternity Home","Maternity Home","Dambai","Private",8.06431,0.018651,50.06431,50.06431
"3074","Volta","Krachi West","Krachi West District Health Directorate","District Health Directorate","Krachi","Government",7.79476,0.05729,49.79476,49.79476
"3075","Volta","Krachi West","Krachi District Hospital","District Hospital","Krachi","Government",7.79476,-0.05729,49.79476,49.79476
"3076","Volta","Krachi West","Osramani Health Centre","Health Centre","Ostramani","Government",7.95647,-0.00906,49.95647,49.95647
"3077","Volta","Krachi West","Monkra Health Centre","Health Centre","Monkra","Government",7.93023,-0.01069,49.93023,49.93023
"3078","Volta","Krachi West","Banda Health Centre","Health Centre","Banda","Government",8.29353,-0.09654,50.29353,50.29353
"3079","Volta","Krachi West","Ntewusa Health Centre","Health Centre","Ntewusa","Government",7.99206,0.00215,49.99206,49.99206
"3080","Volta","Krachi West","Borae Health Centre","Health Centre","Borae","Government",8.15676,-0.03478,50.15676,50.15676
"3081","Volta","Krachi West","Ehiamankyene Health Centre","Health Centre","Ehiamankyene","Government",7.99808,-0.06178,49.99808,49.99808
"3082","Volta","Krachi West","St. Lukes Clinic Chinderi","Clinic","Chinderi","CHAG",8.139,-0.139,50.139,50.139
"3083","Volta","Krachi West","Gyatoakroa CHPS","CHPS","Gyatoakroa","Government",8.179899,0.07513,50.179899,50.179899
"3084","Volta","Krachi West","Anyinamae Health Centre","Health Centre","Anyiname","Government",8.05525,-0.15415,50.05525,50.05525
"3085","Volta","Nkwanta","Nkwanta District Health Directorate","District Health Directorate","Nkwanta","Government",8.25756,0.50838,50.25756,50.25756
"3086","Volta","Nkwanta","Damanko Health Centre","Health Centre","Damanko","Government",8.68775,0.18494,50.68775,50.68775
"3087","Volta","Nkwanta","Kechebi Health Centre","Health Centre","Kechebi","Government",8.20548,0.39801,50.20548,50.20548
"3088","Volta","Nkwanta","Kpassa Health Centre","Health Centre","Kpassa","Government",8.49597,0.31394,50.49597,50.49597
"3089","Volta","Nkwanta","Tinjase Health Centre","Health Centre","Tinjase","Government",8.57005,0.40473,50.57005,50.57005
"3090","Volta","Nkwanta","Fame Clinic","Health Centre","Obanda","CHAG",7.94065,0.51134,49.94065,49.94065
"3091","Volta","Nkwanta","Pusupu Health Centre","Health Centre","Pusupu","Government",8.0521,0.49043,50.0521,50.0521
"3092","Volta","Nkwanta","Tutukpene Health Centre","Health Centre","Tutukpene","Government",8.09914,0.3935,50.09914,50.09914
"3093","Volta","Nkwanta","Bontibor Clinic","Health Centre","Bontibor","Government",8.08967,0.49736,50.08967,50.08967
"3094","Volta","Nkwanta","Sibi Clinic","Health Centre","Sibi","Government",8.61158,0.23133,50.61158,50.61158
"3095","Volta","Nkwanta","Keri Clinic","Health Centre","Keri","Government",8.38638,0.52767,50.38638,50.38638
"3096","Volta","Nkwanta","Obanda Health Centre","Health Centre","Obanda","Government",7.94337,0.51054,49.94337,49.94337
"3097","Volta","Nkwanta","Nyambong Health Centre","Health Centre","Nyambong","Government",8.36006,0.478,50.36006,50.36006
"3098","Volta","Nkwanta","Bonakye Health Centre","Health Centre","Bonakye","Government",8.4006,0.40342,50.4006,50.4006
"3099","Volta","Nkwanta","Brewaniase Health Centre","Health Centre","Brewaniase","Government",8.00635,0.56168,50.00635,50.00635
